id,url,image,name,time,serves,price,energy,fat,saturated_fat,sugar,salt
peanut-butter-fudge,https://www.asdagoodliving.co.uk/food/recipes/peanut-butter-fudge,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/552/imageRecipePeanutButterFudge-2x__square.jpg,Peanut butter fudge,30 mins,64,7p per serving,87,3.5g,1.4g,12.3g,364
peanut-butter-pancakes,https://www.asdagoodliving.co.uk/food/recipes/peanut-butter-pancakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1928/peanut-butter-pancakes__square.jpg,Peanut butter pancakes,25 mins,8,55p per serving,156,7.2g,2.0g,4.8g,0.56
peanut-butter-with-strawberry-cherry-and-banana-smash-toast,https://www.asdagoodliving.co.uk/food/recipes/peanut-butter-with-strawberry-cherry-and-banana-smash-toast,"https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4387/peanut-butter-with-strawberry,-cherry-and-banana-smash_toast__square.jpg","Peanut butter with strawberry, cherry and banana smash toast",10 mins,2,37p per serving,159,5.7g,1.4g,8.3g,0.45
peanut-houmous,https://www.asdagoodliving.co.uk/food/recipes/peanut-houmous,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/282/peanut-houmous__square.jpg,Peanut houmous,20 mins,4,62p per serving,288,11.6g,2.1g,8.1g,1206
peanut-truffles,https://www.asdagoodliving.co.uk/food/recipes/peanut-truffles,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1466/peanuttrufflesHero image 992x840__square.jpg,Peanut truffles,20 mins,24,15p per serving,96,2.3g,2.4g,3.3g,402
pear-and-cinnamon-crisps,https://www.asdagoodliving.co.uk/food/recipes/pear-and-cinnamon-crisps,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4529/pear-crisps__square.jpg,Pear and cinnamon crisps,75 mins,6,17p per serving,51,0.1g,0.0g,10.7g,0.00
pear-avocado-salad,https://www.asdagoodliving.co.uk/food/recipes/pear-avocado-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1218/pear-avocado-salad__square.jpg,Pear & avocado salad,15 mins,6,95p per serving,248,19.1g,3.9g,9.5g,1038
pear-crumbles,https://www.asdagoodliving.co.uk/food/recipes/pear-crumbles,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/889/pear-crumbles__square.jpg,Pear crumbles,60 mins,6,£1.01 per serving,472,15g,8.7g,53g,1976
pear-frangipane-tart-recipe,https://www.asdagoodliving.co.uk/food/recipes/pear-frangipane-tart-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3404/tart__square.jpg,Perfect pear frangipane tart,50 mins,10,£0.53 per serving,216,11.8gg,5.6gg,12.6gg,0.22g
pear-tart-recipe,https://www.asdagoodliving.co.uk/food/recipes/pear-tart-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3138/pear-tart-dessert-recipe__square.jpg,Pear topsy-turvy tart,55 mins,12,35p per serving,183,9.5g,2.8g,12.2g,0.27
pears-in-rose-wine,https://www.asdagoodliving.co.uk/food/recipes/pears-in-rose-wine,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/201/pears-in-rose-wine__square.jpg,Pears in rosé wine,50 mins,10,92p per serving,228,0.1g,0g,42g,955
pecan-pie,https://www.asdagoodliving.co.uk/food/recipes/pecan-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/871/pecan-pie__square.jpg,Pecan pie,120 mins,8,75p per serving,772,52g,12g,35g,3232
peperoni-rossi-arrostiti-roasted-red-peppers,https://www.asdagoodliving.co.uk/food/recipes/peperoni-rossi-arrostiti-roasted-red-peppers,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1872/peperoni-rossi-arrostiti-roasted-red-peppers__square.jpg,Pepperoni roasted red peppers,70 mins,4,£1.30 per serving,158,10.4g,1.6g,10.2g,0.67
pepper-and-chorizo-salad,https://www.asdagoodliving.co.uk/food/recipes/pepper-and-chorizo-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2924/pepper-and-chorizo-salad__square.jpg,Pepper and chorizo salad,15 mins,4,£1.15 per serving,199,9.0g,3.2g,6.3g,1.58
perfect-fish-pie,https://www.asdagoodliving.co.uk/food/recipes/perfect-fish-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1587/perfect-fish-pie__square.jpg,Perfect fish pie,55 mins,4,£1.60 per serving,499,15g,8.9g,9.3g,2089
perfect-poached-salmon-with-instant-hollandaise-sauce,https://www.asdagoodliving.co.uk/food/recipes/perfect-poached-salmon-with-instant-hollandaise-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/632/perfect-poached-salmon__square.jpg,Perfect poached salmon with instant hollandaise sauce,30 mins,6,£1.88 per serving,400,31.4g,14.0g,0.2g,1675
perfect-potato-salad,https://www.asdagoodliving.co.uk/food/recipes/perfect-potato-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1571/perfect-potato-salad__square.jpg,Perfect potato salad,25 mins,4,34p per serving,227,14g,2.1g,4.1g,950
perfect-roast-potatoes,https://www.asdagoodliving.co.uk/food/recipes/perfect-roast-potatoes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/435/imageRecipePerfectRoastPotatoes-2x__square.jpg,Perfect roast potatoes,70 mins,8,20p per serving,250,11.6g,3.7g,1.1g,1047
perfectly-peachy-italian-salad,https://www.asdagoodliving.co.uk/food/recipes/perfectly-peachy-italian-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/373/perfectlypeachyitaliansaladHero image 992x840__square.jpg,Perfectly peachy Italian salad,20 mins,2,£1.61 per serving,337,14.7g,4.4g,30.6g,1411
peri-peri-marinade,https://www.asdagoodliving.co.uk/food/recipes/peri-peri-marinade,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1932/peri-peri-marinade__square.jpg,Peri peri marinade,15 mins,8,72p per serving,150,14.1g,2.8g,2.4g,0.01
persian-love-cake,https://www.asdagoodliving.co.uk/food/recipes/persian-love-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2502/persian-love-cake__square.jpg,Persian Love Cake,80 mins,16,32p per serving,222,11.2g,2.3g,14.4g,0.16
pesto-crushed-chicken,https://www.asdagoodliving.co.uk/food/recipes/pesto-crushed-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/605/pesto-crushed-chicken__square.jpg,Pesto crushed chicken,20 mins,4,£1.90 per serving,399,12.6g,1.9g,1.2g,1671
piccalilli,https://www.asdagoodliving.co.uk/food/recipes/piccalilli,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1768/piccalilli__square.jpg,Piccalilli,1500 mins,133,4p per serving,8,0.1g,Traceg,1g,0.70
pickled-strawberries-recipe,https://www.asdagoodliving.co.uk/food/recipes/pickled-strawberries-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2735/pickled-strawberries__square.jpg,Pickled strawberries,50 mins,20,8p per serving,14,0.0g,0.0g,3.2g,0.0
picnic-pie,https://www.asdagoodliving.co.uk/food/recipes/picnic-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4304/picnic-pie__square.jpg,Picnic pie,120 mins,18,72p per serving,269,15.5g,6.9g,2.2g,0.36
picnic-sausage-rolls,https://www.asdagoodliving.co.uk/food/recipes/picnic-sausage-rolls,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1212/picnic-sausage-rolls__square.jpg,Picnic sausage rolls,45 mins,16,25p per serving,211,14g,6.2g,2g,883
pico-de-gallo-dip,https://www.asdagoodliving.co.uk/food/recipes/pico-de-gallo-dip,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3144/pico-de-gallo-recipe__square.jpg,Pico De Gallo dip,10 mins,6,£1.65 per serving,127,5.7g,0.6g,4.9g,0.24
pieclair,https://www.asdagoodliving.co.uk/food/recipes/pieclair,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1004/pieclair__square.jpg,Pieclair,80 mins,12,27p per serving,291,18g,10.5g,15g,1218
pike,https://www.asdagoodliving.co.uk/food/recipes/pike,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1003/pike__square.jpg,Pike,90 mins,12,28p per serving,268,14g,8g,16g,1122
pimms-cupcakes,https://www.asdagoodliving.co.uk/food/recipes/pimms-cupcakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4352/pimmscakes_2__square.jpg,Pimm’s cupcakes,45 mins,12,45p per serving,268,8.9g,5.3g,33.7g,0.13
pimms-ice-lollies,https://www.asdagoodliving.co.uk/food/recipes/pimms-ice-lollies,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4332/pimms-lollies-with-fruit-decoration__square.jpg,Pimm’s ice lollies,10 mins,12,80p per serving,55,0.1g,0.0g,5.8g,0.03
pimms-strawberry-granita,https://www.asdagoodliving.co.uk/food/recipes/pimms-strawberry-granita,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1835/pimms-strawberry-granita__square.jpg,Pimm’s & strawberry granita,300 mins,6,49p per serving,112,0.0g,0.0g,22.8g,0.0
pimms-summer-pudding-slice,https://www.asdagoodliving.co.uk/food/recipes/pimms-summer-pudding-slice,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4462/pimms__square.jpg,Pimm’s summer pudding slice,30 mins,14,57p per serving,133,3.2g,1.7g,16.3g,0.21
pineapple-and-watercress-smoothie,https://www.asdagoodliving.co.uk/food/recipes/pineapple-and-watercress-smoothie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2376/pineapple-smoothie__square.jpg,Pineapple And Watercress Smoothie,3 mins,4,63p per serving,319,0.7g,0.2g,14.5g,0.23
pineapple-meringue-pie,https://www.asdagoodliving.co.uk/food/recipes/pineapple-meringue-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/450/imageRecipePineappleMeringuePie-2x__square.jpg,Pineapple meringue pie,90 mins,8,28p per serving,420,19.5g,10.8g,32.8g,1758
pineapple-mess,https://www.asdagoodliving.co.uk/food/recipes/pineapple-mess,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1471/pineapple-mess__square.jpg,Pineapple mess,70 mins,2,£1.00 per serving,301,19g,12g,23g,1260
pineapple-rice,https://www.asdagoodliving.co.uk/food/recipes/pineapple-rice,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/854/pineapple-rice__square.jpg,Pineapple rice,20 mins,8,45p per serving,288,5.1g,0.8g,6g,1206
pineapple-with-honey-black-pepper-drizzle,https://www.asdagoodliving.co.uk/food/recipes/pineapple-with-honey-black-pepper-drizzle,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2687/pineapple-with-honey-and-blak-pepper-drizzle__square.jpg,Pineapple with honey and black pepper drizzle,15 mins,4,51p per serving,103,0.2g,0.0g,24.0g,0.01
pink-lemonade,https://www.asdagoodliving.co.uk/food/recipes/pink-lemonade,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1810/pink-lemonade__square.jpg,Pink lemonade,105 mins,12,30p per serving,30,0g,0g,7g,126
pink-meringues-with-strawberry-sauce,https://www.asdagoodliving.co.uk/food/recipes/pink-meringues-with-strawberry-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1274/pink-meringues-in-strawberry-sauce__square.jpg,Pink meringues with strawberry sauce,70 mins,8,75p per serving,287,18g,11g,29g,1202
pink-pinata-cake,https://www.asdagoodliving.co.uk/food/recipes/pink-pinata-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/797/pink-pinata-cake__square.jpg,Pink piñata cake,150 mins,24,46p per serving,577,28g,17g,67g,0.7
piri-piri-chicken-parcel,https://www.asdagoodliving.co.uk/food/recipes/piri-piri-chicken-parcel,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/756/piri-piri-chicken-parcel__square.jpg,Piri piri chicken parcel,50 mins,1,£1.28 per serving,449,13.7g,1.9g,2.9g,1880
piri-piri-pork-stir-fry,https://www.asdagoodliving.co.uk/food/recipes/piri-piri-pork-stir-fry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/476/piri-piri-pork-stir-fry__square.jpg,Piri Piri pork stir-fry,35 mins,4,£1.73 per serving,444,20g,4.3g,14.8g,1859
piri-piri-spicy-pork-parcels,https://www.asdagoodliving.co.uk/food/recipes/piri-piri-spicy-pork-parcels,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/712/piri-piri-pork-parcels__square.jpg,Piri piri spicy pork parcels,30 mins,4,64p per serving,210,9.7g,3.9g,0.4g,879
pitta-bread-salad,https://www.asdagoodliving.co.uk/food/recipes/pitta-bread-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/342/pitta-bread-salad__square.jpg,Pitta bread salad,25 mins,4,£2.05 per serving,572,32.9g,10.1g,7.1g,2395
pizza-calzone,https://www.asdagoodliving.co.uk/food/recipes/pizza-calzone,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1401/pizza-calzone__square.jpg,Pizza calzone,60 mins,4,60p per serving,290,9.3g,4.6g,9.3g,1214
pizza-style-whirl-buns,https://www.asdagoodliving.co.uk/food/recipes/pizza-style-whirl-buns,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/759/pizza-style-whirl-buns__square.jpg,Pizza-style whirl buns,105 mins,12,32p per serving,193,7.7g,4g,2.3g,0.9
plaice-fillets-with-mushroom-stuffing,https://www.asdagoodliving.co.uk/food/recipes/plaice-fillets-with-mushroom-stuffing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1698/plaice-fillets-with-mushroom-stuffing__square.jpg,Plaice fillets with mushroom stuffing,50 mins,8,£1.59 per serving,104,5.4g,1.6g,0.4g,0.22
plaice-with-herby-mushroom-stuffing,https://www.asdagoodliving.co.uk/food/recipes/plaice-with-herby-mushroom-stuffing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/285/plaice-with-herby-mushroom-stuffing__square.jpg,Plaice with herby mushroom stuffing,35 mins,6,£1.74 per serving,218,10.6g,3.4g,1g,0.4
plaice-with-spinach-crab-stuffing,https://www.asdagoodliving.co.uk/food/recipes/plaice-with-spinach-crab-stuffing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/328/plaice-with-spinach-crab-stuffing__square.jpg,Plaice with spinach & crab stuffing,45 mins,4,£2.28 per serving,359,20.1g,10.8g,1.4g,1503
plantain-chips-with-spicy-mayo-recipe,https://www.asdagoodliving.co.uk/food/recipes/plantain-chips-with-spicy-mayo-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4395/plantain-fries-with-spicy-mayo__square.jpg,Plantain chips with spicy mayo,20 mins,4,76p per serving,176,4.1g,0.4g,7.2g,0.20
plum-almond-cake,https://www.asdagoodliving.co.uk/food/recipes/plum-almond-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/990/plum-almond-cake__square.jpg,Plum & almond cake,70 mins,10,36p per serving,268,16g,7.3g,16g,1122
plum-almond-flan,https://www.asdagoodliving.co.uk/food/recipes/plum-almond-flan,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/511/plum-almond-flan__square.jpg,Plum & almond flan,65 mins,10,52p per serving,553,36g,12g,24g,2315
plum-brandy,https://www.asdagoodliving.co.uk/food/recipes/plum-brandy,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/991/plum-brandy__square.jpg,Plum brandy,100800 mins,2,51p per serving,51,0g,0g,3.5g,214
plum-chutney,https://www.asdagoodliving.co.uk/food/recipes/plum-chutney,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/997/plum-chutney__square.jpg,Plum chutney,80 mins,10,£1.59 per serving,130,0g,0g,29g,544
plum-crumble,https://www.asdagoodliving.co.uk/food/recipes/plum-crumble,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/441/plum-crumble__square.jpg,Plum crumble,60 mins,4,75p per serving,374,14g,8.5g,35g,1566
plum-jam,https://www.asdagoodliving.co.uk/food/recipes/plum-jam,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1396/plum-jam__square.jpg,Plum jam,90 mins,3,£1.00 per serving,28,0g,0g,6.9g,117
plum-meringue-fool,https://www.asdagoodliving.co.uk/food/recipes/plum-meringue-fool,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/499/plum-meringue-fool__square.jpg,Plum meringue fool,90 mins,6,43p per serving,1116,18g,11.3g,23g,4672
plum-oat-bars,https://www.asdagoodliving.co.uk/food/recipes/plum-oat-bars,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1651/plum-oat-bars__square.jpg,Plum oat bars,120 mins,16,20p per serving,294,16g,6.6g,14g,1231
plum-peach-crumble,https://www.asdagoodliving.co.uk/food/recipes/plum-peach-crumble,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1759/plum-peach-crumble__square.jpg,Plum and peach crumble,40 mins,4,63p per serving,374,12.0g,5.2g,37.0g,0.01
plum-pie,https://www.asdagoodliving.co.uk/food/recipes/plum-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/513/plum-pie__square.jpg,Plum pie,120 mins,6,33p per serving,281,12g,6.9g,20g,1176
poached-apricots,https://www.asdagoodliving.co.uk/food/recipes/poached-apricots,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/718/poached-apricots__square.jpg,Poached apricots,60 mins,4,£2.05 per serving,156,Traceg,Traceg,38.3g,653
poached-egg-on-toast-with-asparagus-parcels,https://www.asdagoodliving.co.uk/food/recipes/poached-egg-on-toast-with-asparagus-parcels,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4026/prosciutto-and-asparagus-bundles__square.jpg,Poached egg on toast with asparagus parcels,35 mins,4,£1.05 per serving,267,11.6g,2.5g,3.1g,1.08
polenta-with-mushrooms-in-a-creamy-garlic-sauce,https://www.asdagoodliving.co.uk/food/recipes/polenta-with-mushrooms-in-a-creamy-garlic-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1678/polenta-creamy-garlic-mushrooms__square.jpg,Polenta with mushrooms in a creamy garlic sauce,40 mins,6,85p per serving,152,13.7g,8.7g,0.7g,0.22
pomegranate-butternut-squash-cauliflower-cous-cous,https://www.asdagoodliving.co.uk/food/recipes/pomegranate-butternut-squash-cauliflower-cous-cous,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2264/cauliflowercouscous__square.jpg,"Pomegranate, butternut and cauliflower cous cous",45 mins,6,68p per serving,157,5.1g,0.5g,12.2g,0.27
popcorn-ice-cream,https://www.asdagoodliving.co.uk/food/recipes/popcorn-ice-cream,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2784/popcorn-ice-cream-recipe__square.jpg,Popcorn ice cream,15 mins,8 scoops,25p per scoop per serving,379,25.1g,15.4g,32.8g,0.29
popcorn-loaded-sticky-toffee-cake,https://www.asdagoodliving.co.uk/food/recipes/popcorn-loaded-sticky-toffee-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3059/sticky-toffee-popcorn__square.jpg,Popcorn-loaded sticky toffee cake,60 mins,10,47p per serving,236,13g,4.4g,14.8g,0.30
popcorn-turkey-bites,https://www.asdagoodliving.co.uk/food/recipes/popcorn-turkey-bites,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1389/popcorn-turkey-bites__square.jpg,Popcorn turkey bites,75 mins,4,£1.39 per serving,503,14.2g,2.5g,9.2g,2106
pork-and-potato-hash-with-eggs-and-spinach,https://www.asdagoodliving.co.uk/food/recipes/pork-and-potato-hash-with-eggs-and-spinach,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3887/pork-and-potato__square.jpg,Pork and potato hash with eggs and spinach,40 mins,4,per serving,430,15.4g,3.7g,2.8g,0.45
pork-apple-burgers,https://www.asdagoodliving.co.uk/food/recipes/pork-apple-burgers,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2263/burger__square.jpg,Pork and Apple Burgers,40 mins,4,£1.45 per serving,506,17.4g,5.1g,11.6g,1.71
pork-ball-broth,https://www.asdagoodliving.co.uk/food/recipes/pork-ball-broth,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/983/pork-ball-broth__square.jpg,Pork-ball broth,30 mins,4,£1.42 per serving,361,17.9g,4.5g,4.1g,1511
Pork-banh-mi,https://www.asdagoodliving.co.uk/food/recipes/Pork-banh-mi,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2592/roast-pork-mini-banh-mi__square.jpg,Pork banh mi,25 mins,12,50p per serving,389,12.7g,3.5g,3.1g,1.18
pork-beef-chickpea-meatballs,https://www.asdagoodliving.co.uk/food/recipes/pork-beef-chickpea-meatballs,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/630/pork-beef-chickpea-meatballs__square.jpg,"Pork, beef & chickpea meatballs",40 mins,4,£1.15 per serving,491,28g,9.5g,7.9g,2056
pork-belly-with-rhubarb-puree,https://www.asdagoodliving.co.uk/food/recipes/pork-belly-with-rhubarb-puree,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/597/pork-belly-rhubarb-puree__square.jpg,Pork belly with rhubarb purée,180 mins,6,£1.56 per serving,520,33.6g,12.4g,24.5g,2177
